date,day_of_week,temperature_c,humidity_pct,school_out,ad_spend,website_visits,competitor_promo,lottery_numbers,ice_cream_sales
2025-03-27,Thursday,10.0,64.0,0,62.19,400,0,6,183
2025-03-28,Friday,7.7,61.3,0,48.49,226,0,45,105
2025-03-29,Saturday,9.7,71.4,0,94.24,510,0,18,196
2025-03-30,Sunday,5.3,65.3,0,81.48,480,0,4,200
2025-03-31,Monday,7.6,72.2,0,89.6,569,0,29,254
2025-04-01,Tuesday,12.3,66.6,0,75.93,448,0,28,189
2025-04-02,Wednesday,10.3,74.8,0,79.96,430,1,5,237
2025-04-03,Thursday,11.5,65.6,0,64.54,339,1,3,188
2025-04-04,Friday,8.9,63.4,0,59.79,286,0,33,145
2025-04-05,Saturday,5.9,63.8,0,97.89,527,1,15,92
2025-04-06,Sunday,16.4,61.8,0,101.27,492,0,23,242
2025-04-07,Monday,12.2,84.0,0,78.13,439,0,22,177
2025-04-08,Tuesday,13.0,67.4,0,68.06,352,0,3,255
2025-04-09,Wednesday,10.0,64.8,0,76.06,538,0,41,214
2025-04-10,Thursday,9.4,68.5,0,68.81,444,0,16,158
2025-04-11,Friday,11.1,60.7,0,64.46,314,0,2,171
2025-04-12,Saturday,12.1,65.4,0,97.34,523,1,42,194
2025-04-13,Sunday,9.0,62.0,0,78.34,521,0,3,210
2025-04-14,Monday,11.3,58.6,0,88.33,525,0,16,195
2025-04-15,Tuesday,10.5,67.1,0,69.53,406,0,11,240
2025-04-16,Wednesday,12.4,62.8,0,68.75,414,0,40,211
2025-04-17,Thursday,16.6,51.5,0,74.91,552,0,44,236
2025-04-18,Friday,11.1,64.2,0,75.93,375,0,38,197
2025-04-19,Saturday,13.3,62.5,0,113.42,625,0,16,263
2025-04-20,Sunday,13.3,63.2,0,112.49,662,0,11,274
2025-04-21,Monday,13.1,67.9,0,67.07,509,0,27,232
2025-04-22,Tuesday,11.4,55.5,0,61.69,421,1,18,150
2025-04-23,Wednesday,12.8,72.0,0,61.65,453,0,6,204
2025-04-24,Thursday,10.3,58.9,0,66.33,437,0,8,273
2025-04-25,Friday,12.9,55.5,0,53.36,458,0,41,191
2025-04-26,Saturday,12.6,60.5,0,103.1,661,0,31,201
2025-04-27,Sunday,13.9,65.3,0,95.38,507,0,40,247
2025-04-28,Monday,15.4,52.7,0,82.78,516,0,12,241
2025-04-29,Tuesday,14.7,60.6,0,66.62,439,0,27,257
2025-04-30,Wednesday,15.5,70.7,0,59.05,499,0,7,226
2025-05-01,Thursday,17.1,64.9,0,87.06,576,1,28,275
2025-05-02,Friday,18.2,70.9,0,57.53,418,1,47,259
2025-05-03,Saturday,17.0,60.3,0,106.04,647,0,8,275
2025-05-04,Sunday,16.6,55.9,0,101.44,603,0,39,293
2025-05-05,Monday,18.9,72.0,0,60.75,345,0,27,235
2025-05-06,Tuesday,17.1,55.5,0,80.5,480,0,18,288
2025-05-07,Wednesday,15.7,65.2,0,61.72,377,0,10,236
2025-05-08,Thursday,20.2,51.8,0,64.54,435,0,47,272
2025-05-09,Friday,15.2,55.8,0,64.96,460,0,16,161
2025-05-10,Saturday,19.6,63.9,0,93.63,470,0,23,268
2025-05-11,Sunday,19.6,64.7,0,103.39,530,0,48,339
2025-05-12,Monday,10.4,58.1,0,61.92,424,0,12,184
2025-05-13,Tuesday,14.1,55.0,0,70.41,461,0,22,206
2025-05-14,Wednesday,14.5,62.0,0,67.56,344,0,37,236
2025-05-15,Thursday,12.5,75.4,0,77.35,469,0,44,194
2025-05-16,Friday,16.4,63.0,0,59.02,452,1,24,251
2025-05-17,Saturday,19.9,67.3,0,103.76,611,0,8,386
2025-05-18,Sunday,14.8,54.9,0,97.65,420,0,49,238
2025-05-19,Monday,15.5,59.3,0,73.68,437,1,23,206
2025-05-20,Tuesday,14.7,65.0,0,72.8,395,0,35,254
2025-05-21,Wednesday,16.0,55.7,0,78.44,417,0,13,148
2025-05-22,Thursday,19.9,54.5,0,86.15,563,0,5,303
2025-05-23,Friday,19.2,57.0,0,56.39,449,0,19,226
2025-05-24,Saturday,14.8,67.3,0,107.79,549,0,48,227
2025-05-25,Sunday,16.5,72.6,0,105.31,585,0,27,345
2025-05-26,Monday,15.1,58.4,0,70.17,378,0,34,246
2025-05-27,Tuesday,16.2,60.6,0,72.56,463,0,31,216
2025-05-28,Wednesday,17.1,64.5,0,70.76,420,0,11,230
2025-05-29,Thursday,17.7,56.7,0,66.18,474,0,10,297
2025-05-30,Friday,19.5,61.5,0,80.66,479,0,24,292
2025-05-31,Saturday,21.9,62.2,0,99.51,516,0,11,336
2025-06-01,Sunday,17.8,59.7,0,120.49,643,0,30,300
2025-06-02,Monday,18.6,67.2,0,65.32,342,0,19,253
2025-06-03,Tuesday,23.4,54.0,0,82.5,485,0,47,344
2025-06-04,Wednesday,17.9,56.6,0,52.65,411,0,20,231
2025-06-05,Thursday,23.0,57.5,0,69.46,499,0,39,271
2025-06-06,Friday,17.1,63.4,0,90.81,516,0,29,264
2025-06-07,Saturday,17.0,47.5,0,107.66,568,0,39,200
2025-06-08,Sunday,16.2,66.4,0,92.63,595,0,24,304
2025-06-09,Monday,22.3,57.2,0,63.92,485,0,14,285
2025-06-10,Tuesday,17.4,71.5,0,66.98,408,0,28,307
2025-06-11,Wednesday,19.8,52.6,0,74.75,392,1,20,204
2025-06-12,Thursday,21.1,60.0,0,67.55,534,1,27,266
2025-06-13,Friday,19.1,55.7,0,72.94,515,0,9,286
2025-06-14,Saturday,25.0,52.9,0,109.16,605,0,32,316
2025-06-15,Sunday,18.0,57.8,1,98.61,546,0,41,410
2025-06-16,Monday,18.2,52.8,1,50.55,316,0,16,384
2025-06-17,Tuesday,24.9,56.5,1,41.42,352,0,24,382
2025-06-18,Wednesday,19.2,64.9,1,57.63,310,1,33,385
2025-06-19,Thursday,20.8,56.8,1,67.21,514,1,30,412
2025-06-20,Friday,20.0,61.1,1,74.84,346,0,19,433
2025-06-21,Saturday,20.1,66.8,1,103.85,582,0,49,462
2025-06-22,Sunday,23.5,44.1,1,92.56,566,0,44,391
2025-06-23,Monday,20.4,52.9,1,58.99,394,1,9,356
2025-06-24,Tuesday,21.0,52.4,1,68.96,465,0,15,392
2025-06-25,Wednesday,23.5,46.5,1,53.85,355,0,35,403
2025-06-26,Thursday,17.6,62.5,1,58.31,430,1,2,353
2025-06-27,Friday,19.3,59.8,1,56.18,481,0,39,285
2025-06-28,Saturday,20.5,60.6,1,105.71,569,1,45,401
2025-06-29,Sunday,22.7,59.8,1,101.93,579,1,45,438
2025-06-30,Monday,20.4,65.2,1,69.58,407,1,43,405
2025-07-01,Tuesday,20.8,57.8,1,73.84,490,1,43,417
2025-07-02,Wednesday,21.8,63.0,1,77.78,438,0,2,401
2025-07-03,Thursday,25.8,60.2,1,91.05,466,0,11,497
2025-07-04,Friday,18.3,54.5,1,60.57,513,0,34,397
2025-07-05,Saturday,22.1,60.7,1,94.04,656,0,47,446
2025-07-06,Sunday,22.8,46.9,1,97.93,489,0,7,470
2025-07-07,Monday,22.8,61.4,1,63.31,450,0,8,417
2025-07-08,Tuesday,19.7,51.7,1,70.95,392,0,47,391
2025-07-09,Wednesday,24.1,56.7,1,74.5,493,0,20,408
2025-07-10,Thursday,17.5,61.5,1,78.53,538,0,31,370
2025-07-11,Friday,24.2,53.1,1,83.37,499,0,26,392
2025-07-12,Saturday,23.4,58.8,1,101.29,489,1,11,470
2025-07-13,Sunday,28.2,58.5,1,91.37,588,0,8,487
2025-07-14,Monday,24.6,44.7,1,68.6,448,0,42,388
2025-07-15,Tuesday,24.2,53.3,1,56.28,270,0,33,413
2025-07-16,Wednesday,26.2,57.2,1,73.31,372,1,7,454
2025-07-17,Thursday,21.6,46.0,1,66.23,432,0,39,397
2025-07-18,Friday,20.7,56.1,1,65.46,518,0,30,423
2025-07-19,Saturday,23.1,64.6,1,90.83,521,0,35,351
2025-07-20,Sunday,20.2,64.7,1,100.71,603,0,25,395
2025-07-21,Monday,21.3,58.1,1,75.15,542,0,46,427
2025-07-22,Tuesday,24.2,52.9,1,77.83,479,0,36,392
2025-07-23,Wednesday,20.7,50.9,1,49.28,390,0,26,382
2025-07-24,Thursday,25.3,47.9,1,79.13,482,1,38,419
2025-07-25,Friday,26.5,56.6,1,59.14,487,1,41,438
2025-07-26,Saturday,22.8,53.2,1,106.51,520,0,42,482
2025-07-27,Sunday,21.4,59.8,1,91.1,407,1,11,449
2025-07-28,Monday,22.1,45.3,1,73.63,340,0,45,383
2025-07-29,Tuesday,21.3,57.8,1,63.52,494,0,7,406
2025-07-30,Wednesday,20.7,55.6,1,60.75,311,0,40,392
2025-07-31,Thursday,19.7,73.9,1,73.08,537,0,5,414
2025-08-01,Friday,19.0,58.9,1,71.9,512,0,48,383
2025-08-02,Saturday,25.4,51.8,1,87.08,467,0,37,467
2025-08-03,Sunday,18.9,62.2,1,116.15,577,0,28,385
2025-08-04,Monday,20.4,53.8,1,62.39,442,0,43,393
2025-08-05,Tuesday,19.9,68.0,1,70.76,499,0,48,356
2025-08-06,Wednesday,23.2,54.2,1,57.18,317,0,28,467
2025-08-07,Thursday,19.7,62.6,1,71.44,407,0,49,396
2025-08-08,Friday,20.4,64.3,1,61.13,517,1,14,406
2025-08-09,Saturday,19.6,58.1,1,104.78,550,0,10,385
2025-08-10,Sunday,21.8,61.4,1,104.25,506,0,28,363
2025-08-11,Monday,23.6,57.1,1,76.68,573,0,36,442
2025-08-12,Tuesday,23.2,66.5,1,80.32,465,1,6,417
2025-08-13,Wednesday,22.8,70.1,1,78.79,547,0,26,393
2025-08-14,Thursday,24.6,51.6,1,72.21,475,0,8,372
2025-08-15,Friday,20.1,71.7,1,61.94,415,0,8,461
2025-08-16,Saturday,21.0,52.7,1,107.25,490,0,48,427
2025-08-17,Sunday,23.2,58.3,1,104.07,628,0,38,436
2025-08-18,Monday,23.4,58.4,1,67.68,409,0,31,386
2025-08-19,Tuesday,14.5,73.2,1,53.06,324,0,2,372
2025-08-20,Wednesday,17.0,50.7,1,85.25,520,0,4,350
2025-08-21,Thursday,16.1,62.2,1,81.92,432,0,44,444
2025-08-22,Friday,23.7,64.0,1,75.49,418,0,26,501
2025-08-23,Saturday,17.5,56.1,1,121.58,628,0,11,370
2025-08-24,Sunday,22.9,52.0,1,111.72,521,0,3,443
2025-08-25,Monday,20.8,59.2,1,57.91,391,0,28,313
2025-08-26,Tuesday,23.0,48.4,1,76.34,384,0,23,375
2025-08-27,Wednesday,21.5,52.3,1,66.75,399,0,12,348
2025-08-28,Thursday,16.4,53.7,1,76.04,512,0,21,347
2025-08-29,Friday,18.8,59.6,1,85.23,508,1,39,339
2025-08-30,Saturday,17.5,50.8,1,94.62,593,0,17,405
2025-08-31,Sunday,22.1,54.7,1,106.65,623,0,25,451
2025-09-01,Monday,23.9,51.3,0,73.36,601,0,42,292
2025-09-02,Tuesday,17.7,66.1,0,75.41,455,1,40,322
2025-09-03,Wednesday,17.0,63.0,0,77.64,502,0,8,291
2025-09-04,Thursday,18.9,61.5,0,46.83,397,0,14,211
2025-09-05,Friday,20.3,69.5,0,71.21,401,0,9,254
2025-09-06,Saturday,19.1,61.8,0,117.79,607,0,10,269
2025-09-07,Sunday,24.9,57.6,0,100.6,618,0,38,322
2025-09-08,Monday,15.5,65.4,0,69.97,404,0,46,278
2025-09-09,Tuesday,16.0,66.0,0,66.45,419,0,4,219
2025-09-10,Wednesday,19.4,76.1,0,51.21,525,0,48,221
2025-09-11,Thursday,17.7,59.8,0,59.89,408,0,43,181
2025-09-12,Friday,22.3,49.4,0,64.88,422,0,30,332
2025-09-13,Saturday,18.8,63.4,0,94.29,524,1,3,316
2025-09-14,Sunday,16.8,65.9,0,98.39,504,0,17,287
2025-09-15,Monday,13.9,56.9,0,69.01,493,0,21,210
2025-09-16,Tuesday,14.0,70.6,0,65.85,506,0,13,190
2025-09-17,Wednesday,17.8,63.8,0,77.37,481,0,28,311
2025-09-18,Thursday,20.2,52.0,0,70.17,522,0,8,270
2025-09-19,Friday,19.3,49.2,0,73.0,474,0,12,297
2025-09-20,Saturday,12.7,67.8,0,88.3,488,0,1,193
2025-09-21,Sunday,13.0,63.0,0,96.42,549,0,44,247
2025-09-22,Monday,17.2,57.2,0,97.47,583,0,7,286
2025-09-23,Tuesday,16.6,58.4,0,86.37,557,0,30,230
2025-09-24,Wednesday,14.3,60.3,0,62.45,499,0,47,226
2025-09-25,Thursday,21.0,57.8,0,71.49,420,0,42,269
2025-09-26,Friday,19.7,58.5,0,57.4,380,0,16,253
2025-09-27,Saturday,20.1,55.9,0,116.57,670,0,26,288
2025-09-28,Sunday,19.1,57.6,0,95.84,472,0,20,281
2025-09-29,Monday,17.7,55.8,0,67.2,456,0,13,175
2025-09-30,Tuesday,15.0,54.9,0,71.96,363,0,40,253
2025-10-01,Wednesday,15.9,69.7,0,80.09,520,0,44,248
2025-10-02,Thursday,18.1,64.0,0,79.78,429,0,28,229
2025-10-03,Friday,18.2,65.2,0,61.15,578,0,20,272
2025-10-04,Saturday,11.5,64.9,0,103.14,577,1,28,216
2025-10-05,Sunday,11.5,68.9,0,96.76,431,0,38,243
2025-10-06,Monday,15.2,69.1,0,79.84,496,0,6,252
2025-10-07,Tuesday,10.2,71.2,0,63.92,512,0,29,155
2025-10-08,Wednesday,12.0,76.9,0,66.02,446,0,39,214
2025-10-09,Thursday,13.0,73.2,0,68.5,444,0,1,223
2025-10-10,Friday,15.5,57.9,0,51.44,460,0,40,208
2025-10-11,Saturday,14.2,55.6,0,90.92,375,0,20,245
2025-10-12,Sunday,13.4,67.9,0,117.44,598,1,31,216
2025-10-13,Monday,10.4,59.3,0,57.42,434,0,13,224
2025-10-14,Tuesday,14.5,66.7,0,78.74,572,0,29,276
2025-10-15,Wednesday,14.9,61.1,0,78.8,414,0,37,246
2025-10-16,Thursday,9.8,65.4,0,74.4,497,0,32,147
2025-10-17,Friday,11.5,57.3,0,62.59,402,0,32,131
2025-10-18,Saturday,11.3,77.5,0,91.84,551,1,2,184
2025-10-19,Sunday,9.6,69.4,0,119.92,669,0,31,239
2025-10-20,Monday,13.6,59.7,0,61.79,384,0,31,215
2025-10-21,Tuesday,10.1,70.1,0,74.62,590,0,39,214
2025-10-22,Wednesday,7.8,56.2,0,74.58,451,0,44,125
2025-10-23,Thursday,9.4,62.4,0,44.32,383,0,14,144
2025-10-24,Friday,14.7,61.3,0,65.98,456,1,27,265
2025-10-25,Saturday,13.2,61.6,0,101.78,632,0,23,250
2025-10-26,Sunday,8.7,73.8,0,116.33,619,1,28,187
2025-10-27,Monday,11.5,68.3,0,59.92,383,0,23,192
2025-10-28,Tuesday,5.7,58.1,0,63.15,495,0,7,75
2025-10-29,Wednesday,8.2,54.8,0,60.42,437,0,8,215
2025-10-30,Thursday,8.9,58.3,0,58.09,465,0,11,186
2025-10-31,Friday,6.0,61.0,0,75.63,446,0,29,145
2025-11-01,Saturday,6.3,71.9,0,96.49,465,1,13,207
2025-11-02,Sunday,6.7,71.6,0,101.62,511,0,22,160
2025-11-03,Monday,10.4,65.3,0,86.51,430,0,49,216
2025-11-04,Tuesday,8.8,61.3,0,73.22,563,0,27,237
2025-11-05,Wednesday,4.9,61.6,0,69.25,503,0,46,115
2025-11-06,Thursday,10.5,52.7,0,78.29,501,0,11,155
2025-11-07,Friday,9.3,80.4,0,76.04,512,0,46,211
2025-11-08,Saturday,9.7,55.2,0,111.11,578,0,45,171
2025-11-09,Sunday,7.3,68.2,0,78.98,525,0,10,158
2025-11-10,Monday,7.0,62.8,0,74.37,533,0,42,121
2025-11-11,Tuesday,8.5,71.1,0,57.51,421,1,35,84
2025-11-12,Wednesday,5.5,78.5,0,70.6,416,0,19,144
2025-11-13,Thursday,10.3,64.3,0,79.38,469,0,35,179
2025-11-14,Friday,5.7,67.6,0,73.39,361,0,8,130
2025-11-15,Saturday,2.3,72.3,0,112.86,667,0,29,171
2025-11-16,Sunday,5.7,79.4,0,73.69,508,0,38,70
2025-11-17,Monday,4.6,65.7,0,62.14,372,0,46,103
2025-11-18,Tuesday,5.4,68.8,0,59.28,476,1,34,70
2025-11-19,Wednesday,4.2,69.5,0,74.54,434,1,4,61
2025-11-20,Thursday,5.2,71.9,0,71.96,475,0,26,96
2025-11-21,Friday,4.6,67.2,0,75.9,403,0,32,129
2025-11-22,Saturday,5.7,63.8,0,107.3,636,0,30,197
2025-11-23,Sunday,8.7,69.6,0,97.34,557,0,36,220
2025-11-24,Monday,1.6,84.2,0,62.93,384,1,37,82
2025-11-25,Tuesday,8.6,71.5,0,76.93,434,1,10,188
2025-11-26,Wednesday,7.6,74.8,0,91.41,558,0,14,191
2025-11-27,Thursday,9.1,74.9,0,71.39,466,0,20,174
2025-11-28,Friday,0.3,69.2,0,73.46,390,0,39,100
2025-11-29,Saturday,6.1,63.0,0,88.45,493,0,6,134
2025-11-30,Sunday,6.1,61.3,0,95.14,556,0,35,205
2025-12-01,Monday,5.9,65.3,0,74.12,490,1,41,152
2025-12-02,Tuesday,5.9,60.9,0,66.55,421,0,13,178
2025-12-03,Wednesday,3.8,72.3,0,46.26,263,0,2,96
2025-12-04,Thursday,8.8,77.2,0,72.2,463,0,16,199
2025-12-05,Friday,0.2,72.2,0,69.36,391,0,32,77
2025-12-06,Saturday,4.7,69.9,0,91.85,545,0,21,128
2025-12-07,Sunday,4.9,78.1,0,99.84,541,0,10,168
2025-12-08,Monday,3.2,77.8,0,78.15,546,0,2,111
2025-12-09,Tuesday,1.9,75.8,0,74.68,498,0,8,86
2025-12-10,Wednesday,5.6,71.5,0,65.46,404,0,33,120
2025-12-11,Thursday,4.6,77.1,0,75.66,407,0,15,151
2025-12-12,Friday,4.1,70.7,0,59.0,380,1,49,57
2025-12-13,Saturday,2.1,70.8,0,111.16,663,0,10,152
2025-12-14,Sunday,-1.6,88.3,0,104.04,491,0,36,101
2025-12-15,Monday,3.4,60.8,0,75.72,426,1,31,209
2025-12-16,Tuesday,3.0,76.7,0,55.46,188,0,14,66
2025-12-17,Wednesday,1.7,82.7,0,76.24,420,0,8,91
2025-12-18,Thursday,5.1,62.1,0,92.16,522,0,33,173
2025-12-19,Friday,2.5,70.3,0,63.32,414,0,16,160
2025-12-20,Saturday,1.8,68.6,0,107.87,725,0,45,175
2025-12-21,Sunday,7.1,68.5,1,101.12,591,0,45,290
2025-12-22,Monday,1.6,63.6,1,54.63,366,0,5,137
2025-12-23,Tuesday,1.5,76.0,1,61.81,531,0,39,277
2025-12-24,Wednesday,1.7,76.1,1,73.5,365,1,30,205
2025-12-25,Thursday,3.9,81.4,1,72.75,459,0,13,187
2025-12-26,Friday,5.5,74.6,1,66.58,523,0,32,262
2025-12-27,Saturday,2.4,63.3,1,102.52,553,0,41,242
2025-12-28,Sunday,-1.5,83.2,1,91.25,490,0,43,211
2025-12-29,Monday,-1.3,72.7,1,68.11,354,1,37,170
2025-12-30,Tuesday,5.6,60.4,1,70.82,400,0,2,309
